timestamp,scenario_id,workflow_id,order_id,mission_ids,mission_count,queued_count,queue_size_after_submit,finished_count,failed_count,event_count,cycle_time_sec,throughput_missions_per_min,waiting_time_sec,congestion_time_sec,charging_utilization,recovery_count,human_takeover_count,non_recoverable_count,source_chain,scope
2026-05-10T12:11:39+08:00,warehouse,inbound_crossdock,benchmark_delta,"['station_order_fleet_benchmark_delta_step_1', 'station_order_fleet_benchmark_delta_step_2']",2,2,2,2,0,21,4.206,28.532,0.0,0.0,0.0,0,0,0,/submit_scenario_workflow -> scenario task -> fleet station task -> station order -> preflight -> mission queue -> /navigate_sequence -> /list_mission_events,"headless fallback scenario workflow benchmark; no GUI, real hardware, real traffic manager, or physical map was used"
